ObjectID,GlobalID,Datacollector,Tarehe,Chagua Mkoa,Jina la BMU/SFC/Mtaa,Jina la eneo/mwamba,Makaazi gani,Andika makaazi Mengine,Rasilimali zinazopatikana hapa,Andika rasilimali nyingine,Zana zinazotumika,Andika zana nyingine,Jinsia inayovua/kutumia hapa,Vijiji vingine vinavyotumia eneo hili,Kijiji kingine,Kijiji kingine,Kijiji kingine,Maelezo ya ziada,CreationDate,Creator,EditDate,Editor,Ni rasilimali zipi ni kuu au zinatawala zaidi katika eneo hili la uvuvi?,Andika rasilimali kuu nyingine,x,y
236,b6cde676-4c6b-44b8-a50e-4878fbf2a54c,OmarIsmaily,5/29/2024 9:00:00 AM,Pemba,Mtambwe_Kusini,Mvinjeni,"Matumbawe/miamba,other,Nyasi_bahari",Fukwe,"Reef_fish,other,Pweza,Sea_Shells",Ngisi,"Mshipi,Mchokoo,Nyavu,other",Vioo,"Male,Female",other2,,"Kojani, Chanjaani, Wete na Kichuwani",,,5/30/2024 4:20:56 AM,OmarIsmaily,5/30/2024 4:20:56 AM,OmarIsmaily,,,39.6055698061361,-5.15966743788287
237,fec97b0d-055d-4b69-ba0c-a8d9ef64d7e7,OmarIsmaily,5/29/2024 9:00:00 AM,Pemba,Mtambwe_Kusini,Vijiwe Vitatu,"Matumbawe/miamba,Nyasi_bahari",,"Reef_fish,Pweza,Sea_Shells,other",Ngisi,"Madema,Nyavu,Mchokoo,Mshipi",,"Male,Female","other2,Fundo",,"Kichuani, Wete, Kojani, Kokota",,Mazalia ya Ngisi na Dagaa,5/30/2024 4:20:57 AM,OmarIsmaily,5/30/2024 4:20:57 AM,OmarIsmaily,,,39.6025000262272,-5.16395306625249
238,aacb779c-9662-4e7d-87f5-b8012e2762a1,OmarIsmaily,5/29/2024 9:00:00 AM,Pemba,Mtambwe_Kaskazini,Mpapaini,"Nyasi_bahari,Matumbawe/miamba",,"Pweza,Reef_fish,Sea_Shells,other",Ngisi,"Mchokoo,Mshipi,Nyavu,other",Vioo,Female,other2,,"Kia paka, Pembeni, Kichuwani, Chanjaani na Kojani",,,5/30/2024 4:20:58 AM,OmarIsmaily,5/30/2024 4:20:58 AM,OmarIsmaily,,,39.6040904033616,-5.15779118214855
239,e2a683f4-ba8f-4288-b23d-8c0a0ce5a98f,OmarIsmaily,5/29/2024 9:00:00 AM,Pemba,Mtambwe_Kusini,Nyuma ya Vikunguni,"Matumbawe/miamba,Nyasi_bahari",,"Reef_fish,Sea_Shells,Pweza,Pelagic_fish",,"Mshipi,Mchokoo,Nyavu,other",Vioo,Male,other2,,"Kojani, Kele, Pembeni na Chanjaani",,Mazalia ya Kasa,5/30/2024 4:21:00 AM,OmarIsmaily,5/30/2024 4:21:00 AM,OmarIsmaily,,,39.6082351187925,-5.15268607452819
240,5f0ffef1-6d00-43b8-b598-c52680e1f886,OmarIsmaily,5/29/2024 9:00:00 AM,Pemba,Mtambwe_Kusini,Uzunguni,"other,Matumbawe/miamba,Nyasi_bahari,Mkondoni,Fungu",Fukwe,"Matumbawe/miamba,Reef_fish,Sea_Shells,Pweza,other,Mwani",Ngisi,"Mchokoo,Mshipi,Nyavu,other",Vioo,"Male,Female",other2,,"Chanjaani, Kele, Pembeni, Kojani",,Mazalia ya Kasa,5/30/2024 4:21:00 AM,OmarIsmaily,5/30/2024 4:21:00 AM,OmarIsmaily,,,39.6251251987617,-5.1465961500443
241,789eadb8-3337-4aa8-bdb9-f6e939baa7da,OmarIsmaily,5/29/2024 9:00:00 AM,Pemba,Mtambwe_Kusini,Kijaani,"Matumbawe/miamba,Nyasi_bahari,other",Fukwe,"Reef_fish,other,Matumbawe/miamba,Pweza,Sea_Shells,Pelagic_fish","Ngisi, Majongoo Bahari","other,Mshipi,Madema,Nyavu,Mchokoo",Vioo,"Male,Female","other2,Fundo,Michenzani",,"Chanjaani, Kele, Wete",,"Mazalia ya Dagaa na Ngisi (Jodari hupatikana kwa wingi, karibu na maji marefu)",5/30/2024 4:21:01 AM,OmarIsmaily,5/30/2024 4:21:01 AM,OmarIsmaily,,,39.6306677907677,-5.14211608094384
242,5a4258f0-633f-440e-8701-ea94157d0c8e,OmarIsmaily,5/29/2024 9:00:00 AM,Pemba,Mtambwe_Kusini,Mabaoni,"Matumbawe/miamba,Nyasi_bahari",,"Reef_fish,Pweza,Sea_Shells,other","Majongoo, Ngisi","Mshipi,Madema,Nyavu,Mchokoo,other",Vioo,"Male,Female",other2,,"Chanjaani, Kele, Kojani, Michenzani na Wete",,Mazalia ya Pweza,5/30/2024 4:21:02 AM,OmarIsmaily,5/30/2024 4:21:02 AM,OmarIsmaily,,,39.6369682491912,-5.13920106442946
243,9b854306-6b1b-47be-84af-5bbd58a3219b,OmarIsmaily,5/29/2024 9:00:00 AM,Pemba,Mtambwe_Kusini,Kijiwe Viwili,"Matumbawe/miamba,Nyasi_bahari",,"Reef_fish,Pweza,Benthic,Sea_Shells,other",Ngisi,"Nyavu,Madema,Mchokoo,Bunduki,other",Vioo,Male,"other2,Gando,Fundo,Michenzani",,"Kele, Kia Paka, Kojani Wete",,,5/30/2024 4:21:04 AM,OmarIsmaily,5/30/2024 4:21:04 AM,OmarIsmaily,,,39.6419942751957,-5.13021504482938
244,ef14baa4-2457-4303-8644-ff73fbfc7ee2,OmarIsmaily,5/29/2024 9:00:00 AM,Pemba,Mtambwe_Kusini,Kijiwe Kimoja,"Matumbawe/miamba,Nyasi_bahari",,"Matumbawe/miamba,Reef_fish,Pweza,Sea_Shells,other",Ngisi,"Madema,Bunduki,Mchokoo,Nyavu,other",Vioo,"Male,Female","other2,Gando,Fundo,Michenzani",,"Kia paka, Kojani, Wete",,,5/30/2024 4:21:05 AM,OmarIsmaily,5/30/2024 4:21:05 AM,OmarIsmaily,,,39.6457732314334,-5.12342266087371
245,f6a6e9b5-3d21-4568-814c-aed48fba3328,OmarIsmaily,5/29/2024 9:00:00 AM,Pemba,Mtambwe_Kusini,Paasi,"Fungu,Matumbawe/miamba,Nyasi_bahari",,"Reef_fish,Sea_Shells,other,Pweza,Mwani","Ngisi, Dagaa","Nyavu,Madema,Mshipi,Mchokoo,other",Vijembe,"Male,Female","other2,Ukunjwi",,"Chanjaani, Kele, Kiapaka",,,5/30/2024 4:21:07 AM,OmarIsmaily,5/30/2024 4:21:07 AM,OmarIsmaily,,,39.659181485464,-5.11728055341403
246,637ecfee-c2fe-4009-a45f-7431cb509219,OmarIsmaily,5/29/2024 9:00:00 AM,Pemba,Mtambwe_Kusini,Kwasharifu,"Matumbawe/miamba,Nyasi_bahari,Mikoko",,"Mikoko,Reef_fish,Pweza,Sea_Shells,Pelagic_fish,other","Dagaa, Majongoo, Ngisi","Nyavu,Madema,Mshipi,other",Vioo,"Male,Female",other2,,"Chanjaani, Kidundo, Kia paka",,"Mazalia ya Kasa, Taa",5/30/2024 4:21:09 AM,OmarIsmaily,5/30/2024 4:21:09 AM,OmarIsmaily,,,39.6606198346651,-5.13114766117686
247,e738571f-4e02-40fa-b7df-54b19885738e,OmarIsmaily,5/29/2024 9:00:00 AM,Pemba,Mtambwe_Kusini,Kibo,"Nyasi_bahari,Matumbawe/miamba,Pachi,Mchanga",,"Reef_fish,Pelagic_fish,Pweza,Sea_Shells",,"Madema,Nyavu,Mchokoo,Mshipi,other",Uzio,"Male,Female",other2,,"Kichuani, Chanjaani, Ndagoni, Wete",,Mazalia ya Tasi na Ngisi,5/30/2024 4:21:10 AM,OmarIsmaily,5/30/2024 4:21:10 AM,OmarIsmaily,,,39.6632404951795,-5.13371050737559
248,4034bef9-4012-4602-a8af-9cbe910c9370,OmarIsmaily,5/29/2024 9:00:00 AM,Pemba,Mtambwe_Kusini,Shaapandu,"Nyasi_bahari,Matumbawe/miamba,Mikoko,Mchanga",,"Sea_Shells,Reef_fish,other,Kaa","Ngisi, Jongoo","other,Spears,Mshipi,Nyavu,Madema","Vijembe, Mikono, Vioo, Misumari","Male,Female","Mtambwe_Kaskazini,other2",,"Birikau, Kidemeni, Kojani",,"Mazalia ya Tasi, Majongoo Ngisi",5/30/2024 4:21:11 AM,OmarIsmaily,5/30/2024 4:21:11 AM,OmarIsmaily,,,39.6787413796363,-5.13209989338671
249,709e29fb-5dae-4469-97cf-9b78262b0b36,OmarIsmaily,5/29/2024 9:00:00 AM,Pemba,Mtambwe_Kusini,Kitopetopeni,"Nyasi_bahari,Matumbawe/miamba,Mchanga,Mikoko,Mwani",,"Reef_fish,Pweza,Sea_Shells,other,Kaa,Benthic",Ngisi,"Nyavu,other,Mshipi,Spears,Bunduki","Vijembe, Mikono","Male,Female","Mtambwe_Kaskazini,other2",,"Birikau, Kidemeni",,Mazalia ya Taa,5/30/2024 4:21:13 AM,OmarIsmaily,5/30/2024 4:54:34 AM,OmarIsmaily,,,39.6764525606215,-5.14399813341301
250,48e65dfa-31a1-4e9d-aa35-ceb8c07ad0af,OmarIsmaily,5/29/2024 9:00:00 AM,Pemba,Mtambwe_Kusini,Mwangwi,"Mikoko,other,Nyasi_bahari,Matumbawe/miamba",Fukwe,"Reef_fish,Kaa,Sea_Shells,other,Pweza","Ngisi, Majongoo","Mchokoo,Madema,Nyavu,Mshipi,other",Nyavu,"Male,Female",other2,,"Kidemeni,Birikau, Kichuwani, Ziwani, Ndagoni, Mkumbuu",,Mazalia ya kasa,5/30/2024 4:21:15 AM,OmarIsmaily,5/30/2024 5:01:32 AM,OmarIsmaily,,,39.7063598415672,-5.15668965676767
251,407612b4-48e4-4688-a38a-6b6e2f28f355,OmarIsmaily,5/29/2024 9:00:00 AM,Pemba,Mtambwe_Kusini,Mikoroshoni,"Mikoko,Nyasi_bahari,Mchanga,Pachi,Matumbawe/miamba,Mwani",,"Sea_Shells,Pelagic_fish,other,Prawns,Mwani","Ngisi, Jongoo","other,Mshipi,Bunduki,Spears",Vijembe,"Male,Female","other2,Mtambwe_Kaskazini",,"Birikau, kidemeni",,,5/30/2024 4:22:28 AM,OmarIsmaily,5/30/2024 4:52:14 AM,OmarIsmaily,,,39.7031392488607,-5.14867515852283
252,80c6f564-24ec-48aa-9a31-ee437b878930,OmarIsmaily,5/29/2024 9:00:00 AM,Pemba,Mtambwe_Kusini,Muanzi,"Mikoko,River",,"Kaa,Sea_Shells,other",Makau,"Spears,other",Mikono,"Male,Female",other2,,"Bwagamoyo, Kokota",,,5/30/2024 4:22:30 AM,OmarIsmaily,5/30/2024 4:51:17 AM,OmarIsmaily,,,39.6943445186361,-5.12541131653511
253,a91c98b7-3951-4ffe-afd2-de1feeabc306,OmarIsmaily,5/30/2024 9:00:00 AM,Pemba,Mtambwe_Kusini,Makocho,"Mchanga,Matumbawe/miamba,Mwani,Nyasi_bahari",,"Reef_fish,Sea_Shells,other",Ngisi,"Nyavu,Mshipi,Madema,Mchokoo,other",Vioo,"Male,Female",other2,,"Kidemeni, Birikau, Ndagoni, Kiapaka na Mkumbuu",,,5/30/2024 5:07:51 AM,OmarIsmaily,5/30/2024 5:11:49 AM,OmarIsmaily,,,39.6972697119819,-5.17756699376803
254,313a8503-839a-4075-9571-6f4dbf38e371,OmarIsmaily,5/30/2024 9:00:00 AM,Pemba,Mtambwe_Kusini,Makaani,"Matumbawe/miamba,other,Nyasi_bahari",Fukwe,"Reef_fish,Pweza,Sea_Shells,other",Majongoomsh,"Mshipi,Madema,Nyavu,Mchokoo,other",Vioo,"Male,Female","Michenzani,other2,Fundo",,"Chanjaani, Kele, Fundo, Kojani na Wete",,,5/30/2024 5:42:43 AM,OmarIsmaily,5/30/2024 5:45:32 AM,OmarIsmaily,,,39.6389821575,-5.15414470222224
255,edaa7608-7db8-4a19-a1d1-e52f5eeb51a3,FarhiyaElmy,6/1/2024 9:00:00 AM,Pemba,Kisiwa_Panza,Mivinjani,"Mikoko,other",Eneo la bahari ,"other,Sea_Shells,Mikoko,Reef_fish","Majengo, nyuki, kuni, tuu(bopo)za","other,Nguo/kanga","Panga, reki, vijembe, mtaimbo","Female,Male",,,,,Ni eneo la kilimo na ufugaji ,6/1/2024 3:16:56 PM,FarhiyaElmy,6/1/2024 3:16:56 PM,FarhiyaElmy,,,39.6285584299473,-5.44701061987546
256,c00bd985-0748-4dfd-9559-09bbdd80b3fd,FarhiyaElmy,6/1/2024 9:00:00 AM,Pemba,Kisiwa_Panza,Matumbini,"Mikoko,other",Bahari,"Kaa,other,Pelagic_fish","Suka, ngisi, dale, ","Mchokoo,Madema,other","Vijembe, panga","Male,Female","Kisiwa_Panza,Makoongwe,Michenzani,Chokocho,Kangani,Kukuu",,,,,6/1/2024 3:16:58 PM,FarhiyaElmy,6/1/2024 3:16:58 PM,FarhiyaElmy,,,39.5755557004965,-5.40760688124363
257,f0138058-2f14-4ee5-9290-cf42765f0e0b,FarhiyaElmy,6/1/2024 9:00:00 AM,Pemba,Kisiwa_Panza,Mchanga Mkuu,"Matumbawe/miamba,Mikoko",,"Mikoko,Matumbawe/miamba,Kasa,Pelagic_fish,Reef_fish,Pweza,Kaa,Prawns,Shrimp",,"Madema,Jarife,Mchokoo,Mshipi",,"Male,Female","Michenzani,other2,Kukuu,Makoongwe,Chokocho,Kisiwa_Panza",,Mwambe,,Mazalia ya samaki na kasa,6/1/2024 3:16:59 PM,FarhiyaElmy,6/1/2024 3:42:19 PM,FarhiyaElmy,,,39.5715640634185,-5.41659913659976
258,6f9052d9-e476-4d41-8f1c-cd7fa7335788,FarhiyaElmy,6/1/2024 9:00:00 AM,Pemba,Kisiwa_Panza,Kwa Jundo,"Matumbawe/miamba,other,Nyasi_bahari",Bahari,"Pweza,Reef_fish,Pelagic_fish,Prawns,other","Jongoo, ngisi, chuwale, haure","Mchokoo,Madema,Mshipi,other",Nyavu,"Male,Female","Kisiwa_Panza,Chokocho,Shidi,Michenzani,Kukuu,Makoongwe,other2",,Mwambe,,Mazalia ya samaki,6/1/2024 3:17:00 PM,FarhiyaElmy,6/1/2024 3:17:00 PM,FarhiyaElmy,,,39.5900205669836,-5.44072090841112
259,2760726a-336a-4dbd-8508-91cc1606c216,FarhiyaElmy,6/1/2024 9:00:00 AM,Pemba,Kisiwa_Panza,Panda Nguli,"Nyasi_bahari,Mwani,Mikoko",,"Mikoko,Mwani,Pelagic_fish,Sea_Shells",,"Mshipi,other","Umangu, misumari,kamba","Male,Female","Michenzani,Chokocho,Kisiwa_Panza",,,,,6/1/2024 3:17:01 PM,FarhiyaElmy,6/1/2024 3:17:01 PM,FarhiyaElmy,,,39.6388772650932,-5.44156500501554
260,ad873c16-aa42-4696-a450-d840530d4838,FarhiyaElmy,6/1/2024 9:00:00 AM,Pemba,Kisiwa_Panza,Mto wa Kae,Mikoko,,"Mikoko,Kaa,River",,"Mchokoo,other",Vijembe,"Male,Female",Hakuna,,,,Rudisha points ndani upande wa mikoko ,6/1/2024 3:17:02 PM,FarhiyaElmy,6/1/2024 3:17:02 PM,FarhiyaElmy,,,39.6538571444318,-5.45184460378033
261,d9cd373c-6cd8-45f7-bc02-a297059d00d1,FarhiyaElmy,6/1/2024 9:00:00 AM,Pemba,Kisiwa_Panza,Ufunguni,Mikoko,,"Mikoko,Kaa,Pelagic_fish,Pweza",,Mchokoo,,"Male,Female",Hakuna,,,,,6/1/2024 3:17:04 PM,FarhiyaElmy,6/1/2024 3:17:04 PM,FarhiyaElmy,,,39.6567432410655,-5.45891909682024
262,4dcaeaeb-60ee-4126-86bb-096ed3d8ab8b,FarhiyaElmy,6/1/2024 9:00:00 AM,Pemba,Kisiwa_Panza,Darajani,"Nyasi_bahari,Mkondoni",,"Pelagic_fish,Kaa",,"Mchokoo,other,Mshipi","Jembe, nyavu","Male,Female",Kisiwa_Panza,,,,,6/1/2024 3:17:05 PM,FarhiyaElmy,6/1/2024 3:17:05 PM,FarhiyaElmy,,,39.6542747967169,-5.46960132515619
263,2de29738-91da-4eeb-8243-33d2769b2906,FarhiyaElmy,6/1/2024 9:00:00 AM,Pemba,Kisiwa_Panza,Mzingani,"Nyasi_bahari,Mkondoni",,"Pweza,Pelagic_fish,Jongoo_bahari,other",Madondoo,"Mshipi,Madema,Jarife,Mchokoo",,"Male,Female","Kisiwa_Panza,other2,Kangani,Kukuu",,"Mwambe, ",,,6/1/2024 3:17:06 PM,FarhiyaElmy,6/1/2024 3:17:06 PM,FarhiyaElmy,,,39.6521257381996,-5.48309651283752
264,3a35f6fe-e7b5-4b0c-98f3-05978667e442,FarhiyaElmy,6/1/2024 9:00:00 AM,Pemba,Kisiwa_Panza,Ngazi,"Nyasi_bahari,Matumbawe/miamba,Mkondoni",,"Pweza,Pelagic_fish,Reef_fish,Kasa,other",Dolphinny,"Nyavu,Mshipi,Madema,Mchokoo,other,Bunduki,Jarife",Bunduki,"Male,Female","other2,Chokocho,Kukuu,Kangani",,Mwambe,,,6/1/2024 3:17:07 PM,FarhiyaElmy,6/1/2024 5:51:43 PM,FarhiyaElmy,,,39.6429222952381,-5.48414688303487
266,29081e74-015f-4b32-8f64-9bc4b4038564,FarhiyaElmy,6/1/2024 9:00:00 AM,Pemba,Kisiwa_Panza,Mlangoni,Matumbawe/miamba,,"Pweza,Reef_fish,Jongoo_bahari,Kamba,Sea_Shells",,"Mchokoo,Bunduki,Jarife,Nyavu,Madema,Mshipi",,"Male,Female","Chokocho,Kukuu,other2",,Muambe,,,6/1/2024 3:17:10 PM,FarhiyaElmy,6/1/2024 3:17:10 PM,FarhiyaElmy,,,39.6690176856415,-5.47915959162249
268,b0bfdab0-2b31-49ce-bb73-28903a39d2d0,FarhiyaElmy,6/1/2024 9:00:00 AM,Pemba,Kisiwa_Panza,Jombe,"Mwani,Mikoko",,"Mwani,Pelagic_fish,Sea_Shells,Kaa,Jongoo_bahari,Pweza",,"Madema,Nyavu,Mshipi,Mchokoo",,"Male,Female","Kangani,Kukuu",,,,Muambe,6/1/2024 3:17:13 PM,FarhiyaElmy,6/1/2024 3:17:13 PM,FarhiyaElmy,,,39.6692194974617,-5.4659215137502
269,4b3965af-688e-4dcd-980d-e9db8a0fbb8a,OmarIsmaily,6/1/2024 9:00:00 AM,Pemba,Makoongwe,Kwasheha,"Matumbawe/miamba,Nyasi_bahari,Mwani",,"Pweza,Sea_Shells,Reef_fish,Benthic,other,Prawns,Mikoko","Jongoo,","Vijiti,Nyavu,Mshipi,Madema,Zulumati,Mchokoo",,"Male,Female","Michenzani,Chokocho,Kisiwa_Panza,other2,Stahabu,Kangani,Shidi",,"Mkoani, Kojani, Maziwa Ng’ombe",,Pomboo huonekanI,6/1/2024 3:17:23 PM,OmarIsmaily,6/1/2024 3:17:23 PM,OmarIsmaily,,,39.6279490401875,-5.3733830579129
270,27b93d5c-c710-403c-a44a-cf4e9d445343,OmarIsmaily,6/1/2024 9:00:00 AM,Pemba,Makoongwe,Ujiti Mmmoja,"Matumbawe/miamba,Nyasi_bahari,Mwani",,"Pweza,Sea_Shells,Reef_fish,Benthic,other,Prawns","Pomboo, Jongoo, Ngisi","Vijiti,Mshipi,Madema,Zulumati,Mchokoo",,"Male,Female","Michenzani,Shidi,other2,Stahabu,Kisiwa_Panza,Chokocho,Kangani",,"Mkoani, Makombeni, Kojani",,,6/1/2024 3:17:24 PM,OmarIsmaily,6/1/2024 3:17:24 PM,OmarIsmaily,,,39.628106449511,-5.36848291150551
271,d7dc7ed2-35a8-4b8e-bdab-d78b69c322e7,OmarIsmaily,6/1/2024 9:00:00 AM,Pemba,Makoongwe,Jombo Bovu,"Nyasi_bahari,Mikoko,Matumbawe/miamba",,"Kaa,other,Pweza,Sea_Shells,Benthic,Reef_fish,Pelagic_fish","Ngisi, Taa","Madema,Mchokoo,Nyavu,Mshipi,Zulumati",,Male,"Michenzani,Shidi,Stahabu,other2",,Mkoani,,"Mazalia ya Rasilimali zilizotajwa, Pomboo huonekana",6/1/2024 3:17:25 PM,OmarIsmaily,6/1/2024 3:17:25 PM,OmarIsmaily,,,39.6174190179281,-5.36871946501224
272,bcb449ec-2d0e-459a-a5cf-53ddb4d2e363,OmarIsmaily,6/1/2024 9:00:00 AM,Pemba,Makoongwe,Ukutani,"Mikoko,Matumbawe/miamba,Mwani,Nyasi_bahari",,"Sea_Shells,other,Pweza,Kaa,Benthic,Reef_fish,Prawns","Jongoo, Taa, Pomboo, Ngisi","Mshipi,other,Mchokoo,Nyavu,Zulumati,Madema","Mikono, Vioo","Male,Female","Stahabu,Michenzani,Shidi,other2,Kisiwa_Panza,Chokocho,Kangani",,"Makombeni, Mkoani, Kojani, Maziwa Ng’ombe na Wambaa",,Kasa na Pomboo huonekana,6/1/2024 3:17:25 PM,OmarIsmaily,6/1/2024 3:17:25 PM,OmarIsmaily,,,39.6169449218072,-5.3647543388396
273,bde5ae76-77de-430f-bbc2-e85c3a3cd7b1,OmarIsmaily,6/1/2024 9:00:00 AM,Pemba,Makoongwe,Mvuleni,"Nyasi_bahari,Mwani,Matumbawe/miamba",,"Sea_Shells,Reef_fish,other,Prawns,Pweza,Kasa","Jongoo, Ngisi, Pomboo, Taa","other,Nyavu,Mshipi,Madema,Zulumati",Mikono,"Male,Female","Shidi,Michenzani,other2,Kisiwa_Panza,Stahabu",,"Makombeni, Mkoani, Kojani",,Pomboo huonekana,6/1/2024 3:17:27 PM,OmarIsmaily,6/1/2024 3:17:27 PM,OmarIsmaily,,,39.6086728777636,-5.36592683874108
274,8fd79c70-b0ac-455d-b2dd-c764e08a3335,OmarIsmaily,6/1/2024 9:00:00 AM,Pemba,Makoongwe,Chachani,"Matumbawe/miamba,Nyasi_bahari,Mwani,Fungu",,"Pweza,Reef_fish,Benthic,other,Sea_Shells,Prawns,Kasa,Pelagic_fish","Taa, Ngisi, Ndege","Mchokoo,Mshipi,Nyavu,Madema,Zulumati",,"Male,Female","Michenzani,Shidi,Stahabu,Chokocho,Kangani,other2,Kisiwa_Panza",,"Mkoani, Kojani",,Pomboo huonekana,6/1/2024 3:17:28 PM,OmarIsmaily,6/1/2024 6:47:49 PM,OmarIsmaily,,,39.6054014114577,-5.3633724623738
275,e9ba1566-f582-4f15-b2e6-5b7e3382257c,OmarIsmaily,6/1/2024 9:00:00 AM,Pemba,Makoongwe,Kipwa Faida,"Matumbawe/miamba,Mwani",,"Pweza,other,Sea_Shells,Prawns,Reef_fish,Kamba","Ngisi, Jongoo, Taa","Madema,Nyavu,Zulumati,Mchokoo,Mshipi",,Male,"Michenzani,other2,Shidi,Chokocho",,"Wambaa, Makombeni, Kojani",,Mazalia ya Samaki na maeneo ya kuonekana Chongowe na Pomboo,6/1/2024 3:17:28 PM,OmarIsmaily,6/1/2024 3:17:28 PM,OmarIsmaily,,,39.5999565638308,-5.34706325944617
276,bcf55a42-117c-481b-8294-19f12916e965,OmarIsmaily,6/1/2024 9:00:00 AM,Pemba,Makoongwe,Bedeni,"Mwani,Matumbawe/miamba",,"Pweza,other,Sea_Shells,Benthic,Kasa,Pelagic_fish,Reef_fish,Kamba","Ngisi, Taa Jongoo","Jarife,Madema,Mshipi,Nyavu,Zulumati,Mchokoo",,Male,"Chokocho,other2,Shidi,Michenzani",,"Mkoani, Makombeni, Kojani, Wambaa",,,6/1/2024 3:17:30 PM,OmarIsmaily,6/1/2024 3:17:30 PM,OmarIsmaily,,,39.5925260553016,-5.35316388356132
277,1457f254-3e34-4e64-9d7a-8caea4962cdd,OmarIsmaily,6/1/2024 9:00:00 AM,Pemba,Makoongwe,Visimani,"Matumbawe/miamba,Nyasi_bahari,Mwani",,"Pweza,Sea_Shells,other,Jongoo_bahari,Kamba,Reef_fish,Benthic,Pelagic_fish",Taa,"Nyavu,Mchokoo,other,Madema,Zulumati",Mikono,"Female,Male","Michenzani,Shidi,Stahabu,Shumba_mjini,Kisiwa_Panza,other2,Chokocho,Kangani",,"Mkanyageni, Kojani, Maziwa Ng’ombe",,Pomboo na Kasa huonekana pia ni mazalia ya chaza,6/1/2024 3:17:31 PM,OmarIsmaily,6/1/2024 3:17:31 PM,OmarIsmaily,,,39.5917779418244,-5.3612112694136
278,94c2274e-faa1-40be-8df5-eb191092cbc8,OmarIsmaily,6/1/2024 9:00:00 AM,Pemba,Makoongwe,Umandeni,"Matumbawe/miamba,Mwani,Nyasi_bahari,Fungu",,"Pweza,Sea_Shells,Reef_fish,Benthic,other,Kamba,Ndege,Kasa",Taa,"Mchokoo,Madema,Nyavu,Zulumati,Mshipi",,"Male,Female","Michenzani,Shidi,Chokocho,Stahabu,other2,Kangani,Kisiwa_Panza",,Mkoani,,Pomboo huonekana,6/1/2024 3:17:33 PM,OmarIsmaily,6/1/2024 3:17:33 PM,OmarIsmaily,,,39.5776462503715,-5.36847927230885
279,bd8b3307-ac12-4588-afe8-473ab4dfb761,OmarIsmaily,6/1/2024 9:00:00 AM,Pemba,Makoongwe,Kipwa Baraka,"Matumbawe/miamba,Nyasi_bahari",,"Pweza,other,Sea_Shells,Benthic,Reef_fish,Nyasi_bahari","Ngisi, Taa","Mchokoo,Madema,Jarife,Mshipi,Zulumati",,"Male,Female","Kisiwa_Panza,Chokocho,Michenzani,Stahabu,other2,Kangani,Shidi",,Mkoani,,,6/1/2024 3:17:33 PM,OmarIsmaily,6/1/2024 3:17:33 PM,OmarIsmaily,,,39.5842853422374,-5.37505249988727
280,e68d3145-4c31-42a9-88a2-c8673371f0bf,OmarIsmaily,6/1/2024 9:00:00 AM,Pemba,Makoongwe,Chemkani,"Mwani,Nyasi_bahari,Matumbawe/miamba,River",,"Sea_Shells,other,Pweza,Reef_fish,Pelagic_fish,Kamba","Jongoo, Ngisi","other,Madema,Mchokoo,Nyavu,Zulumati,Mshipi",Mikono,"Male,Female","Michenzani,Stahabu,Shidi,Kisiwa_Panza,Chokocho",,,,Pomboo huonekana,6/1/2024 3:17:35 PM,OmarIsmaily,6/1/2024 3:17:35 PM,OmarIsmaily,,,39.5925981357769,-5.37304012005701
281,503046f6-b5db-47b6-8710-09c7904722d4,OmarIsmaily,6/1/2024 9:00:00 AM,Pemba,Makoongwe,Kitondooni,"Fungu,Mwani,Matumbawe/miamba,Nyasi_bahari,Mikoko",,"Ndege,other,Sea_Shells,Reef_fish",Jongoo,"Nyavu,Zulumati,other,Mchokoo",Mikono,"Male,Female","Kangani,Chokocho,Kisiwa_Panza,Stahabu,Michenzani,Shidi,other2",,"Kojani, Mkoani",,,6/1/2024 3:17:35 PM,OmarIsmaily,6/1/2024 3:17:35 PM,OmarIsmaily,,,39.6002854241364,-5.37432482682117
282,3ba5c5ce-ef1c-4f60-9eed-f80be47ccfd1,OmarIsmaily,6/1/2024 9:00:00 AM,Pemba,Makoongwe,Vijiwe Vitatu,"Matumbawe/miamba,Fungu,River,Nyasi_bahari",,"Pweza,Sea_Shells,Reef_fish,Pelagic_fish,other,Jongoo_bahari",Ngisi,"Jarife,Madema,Mshipi,Mchokoo,Zulumati,other",Mikono,"Male,Female","Kisiwa_Panza,Chokocho,Michenzani,Stahabu,other2",,Mkoani,,,6/1/2024 3:17:36 PM,OmarIsmaily,6/1/2024 6:42:34 PM,OmarIsmaily,,,39.5741988410994,-5.38450102546832
283,f917674c-ace7-4a13-a86f-9755b0da6e44,OmarIsmaily,6/1/2024 9:00:00 AM,Pemba,Makoongwe,Uchangani,"Fungu,Mwani,Nyasi_bahari,Matumbawe/miamba",,"Sea_Shells,Pweza,Jongoo_bahari,Reef_fish",,"other,Mchokoo,Madema,Nyavu",Mikono,"Male,Female","Chokocho,Shidi,Michenzani,Kisiwa_Panza,Kangani",,,,,6/1/2024 3:17:38 PM,OmarIsmaily,6/1/2024 6:39:50 PM,OmarIsmaily,,,39.5783243770333,-5.40230213444361
